episode,reward,intercepted,breached,success_rate
932,2400.00,18,0,81.8
933,2500.00,19,0,82.6
934,2300.00,17,0,85.0
935,2400.00,18,0,72.0
936,1799.00,17,1,81.0
937,2200.00,16,0,61.5
938,1499.00,14,1,66.7
939,1599.00,15,1,71.4
940,1599.00,15,1,65.2
941,2099.00,20,1,76.9
942,1700.00,11,0,57.9
943,2100.00,15,0,75.0
944,2100.00,15,0,65.2
945,1599.00,15,1,71.4
946,2700.00,21,0,87.5
947,2300.00,17,0,70.8
948,1399.00,13,1,59.1
949,2200.00,16,0,76.2
950,1900.00,13,0,65.0
951,2100.00,15,0,71.4
952,2400.00,18,0,85.7
953,2700.00,21,0,77.8
954,2100.00,15,0,62.5
955,2500.00,19,0,70.4
956,2300.00,17,0,77.3
957,2300.00,17,0,70.8
958,2500.00,19,0,82.6
959,2300.00,17,0,68.0
960,2800.00,22,0,88.0
961,1799.00,17,1,77.3
962,2300.00,17,0,70.8
963,2400.00,18,0,85.7
964,2200.00,16,0,80.0
965,1199.00,11,1,47.8
966,2400.00,18,0,78.3
967,2500.00,19,0,79.2
968,2200.00,16,0,72.7
969,2200.00,16,0,64.0
970,2200.00,16,0,66.7
971,2400.00,18,0,69.2
972,1999.00,19,1,79.2
973,1499.00,14,1,60.9
974,2300.00,17,0,68.0
975,1799.00,17,1,73.9
976,2100.00,15,0,53.6
977,2100.00,15,0,68.2
978,2200.00,16,0,80.0
979,1800.00,12,0,54.5
980,2000.00,14,0,60.9
981,2000.00,14,0,73.7
982,2500.00,19,0,86.4
983,1799.00,17,1,68.0
984,2400.00,18,0,75.0
985,1900.00,13,0,68.4
986,2100.00,15,0,75.0
987,2700.00,21,0,84.0
988,1899.00,18,1,78.3
989,1499.00,14,1,63.6
990,2800.00,22,0,91.7
991,2300.00,17,0,85.0
992,1499.00,14,1,56.0
993,2600.00,20,0,83.3
994,1299.00,12,1,54.5
995,2200.00,16,0,72.7
996,2100.00,15,0,75.0
997,2100.00,15,0,65.2
998,2000.00,14,0,70.0
999,2200.00,16,0,72.7
1000,1399.00,13,1,68.4
1001,2600.00,20,0,80.0
1002,2200.00,16,0,64.0
1003,2200.00,16,0,72.7
1004,2400.00,18,0,85.7
1005,2400.00,18,0,78.3
1006,2099.00,20,1,87.0
1007,2200.00,16,0,69.6
1008,2600.00,20,0,76.9
1009,2700.00,21,0,95.5
1010,2100.00,15,0,83.3
1011,2100.00,15,0,68.2
1012,1799.00,17,1,89.5
1013,1900.00,13,0,54.2
1014,1199.00,11,1,52.4
1015,2300.00,17,0,70.8
1016,1399.00,13,1,65.0
1017,2600.00,20,0,76.9
1018,2300.00,17,0,68.0
1019,2900.00,23,0,92.0
1020,1299.00,12,1,63.2
1021,2200.00,16,0,80.0
1022,2000.00,14,0,66.7
1023,1900.00,13,0,72.2
1024,2100.00,15,0,60.0
1025,2200.00,16,0,69.6
1026,2200.00,16,0,64.0
1027,2500.00,19,0,82.6
1028,1899.00,18,1,78.3
1029,2600.00,20,0,83.3
1030,1599.00,15,1,71.4
1031,2200.00,16,0,76.2
1032,2500.00,19,0,86.4
1033,2500.00,19,0,79.2
1034,1999.00,19,1,76.0
1035,2600.00,20,0,74.1
1036,2400.00,18,0,85.7
1037,2400.00,18,0,75.0
1038,2300.00,17,0,77.3
1039,2100.00,15,0,62.5
1040,2200.00,16,0,88.9
1041,1799.00,17,1,68.0
1042,2000.00,14,0,73.7
1043,1899.00,18,1,75.0
1044,2500.00,19,0,79.2
1045,2500.00,19,0,82.6
1046,2400.00,18,0,78.3
1047,2300.00,17,0,81.0
1048,2400.00,18,0,78.3
1049,1699.00,16,1,64.0
1050,1700.00,11,0,57.9
1051,2400.00,18,0,69.2
1052,2500.00,19,0,76.0
1053,1899.00,18,1,69.2
1054,1900.00,13,0,68.4
1055,2300.00,17,0,70.8
1056,2100.00,15,0,62.5
1057,1800.00,12,0,60.0
1058,2400.00,18,0,78.3
1059,1999.00,19,1,70.4
1060,1399.00,13,1,54.2
1061,697.00,16,3,61.5
1062,2500.00,19,0,82.6
1063,2000.00,14,0,73.7
1064,2300.00,17,0,70.8
1065,2200.00,16,0,80.0
1066,1399.00,13,1,59.1
1067,1498.00,19,2,79.2
1068,2600.00,20,0,87.0
1069,2700.00,21,0,80.8
1070,2000.00,14,0,70.0
1071,1900.00,13,0,65.0
1072,1299.00,12,1,52.2
1073,2100.00,15,0,75.0
1074,2500.00,19,0,86.4
1075,2000.00,14,0,63.6
1076,2500.00,19,0,76.0
1077,2100.00,15,0,68.2
1078,1999.00,19,1,73.1
1079,2300.00,17,0,73.9
1080,2100.00,15,0,71.4
1081,2400.00,18,0,78.3
1082,2300.00,17,0,73.9
1083,1799.00,17,1,70.8
1084,1499.00,14,1,70.0
1085,2200.00,16,0,76.2
1086,2200.00,16,0,66.7
1087,1599.00,15,1,71.4
1088,2600.00,20,0,80.0
1089,2200.00,16,0,80.0
1090,1699.00,16,1,72.7
1091,2500.00,19,0,82.6
1092,2100.00,15,0,65.2
1093,2600.00,20,0,80.0
1094,2100.00,15,0,71.4
1095,1799.00,17,1,77.3
1096,2000.00,14,0,63.6
1097,2100.00,15,0,78.9
1098,1900.00,13,0,68.4
1099,1499.00,14,1,58.3
1100,2400.00,18,0,69.2
1101,1999.00,19,1,76.0
1102,2300.00,17,0,73.9
1103,1799.00,17,1,68.0
1104,1899.00,18,1,81.8
1105,1098.00,15,2,62.5
1106,1298.00,17,2,68.0
1107,2300.00,17,0,73.9
1108,2700.00,21,0,84.0
1109,1900.00,13,0,65.0
1110,1699.00,16,1,66.7
1111,2300.00,17,0,73.9
1112,2300.00,17,0,73.9
1113,2400.00,18,0,66.7
1114,2300.00,17,0,70.8
1115,2600.00,20,0,83.3
1116,2500.00,19,0,86.4
1117,2200.00,16,0,66.7
1118,2400.00,18,0,75.0
1119,1999.00,19,1,73.1
1120,2200.00,16,0,66.7
1121,1399.00,13,1,59.1
1122,1500.00,9,0,40.9
1123,2500.00,19,0,79.2
1124,2100.00,15,0,71.4
1125,2300.00,17,0,68.0
1126,1599.00,15,1,60.0
1127,2000.00,14,0,70.0
1128,2300.00,17,0,68.0
1129,2400.00,18,0,85.7
1130,2200.00,16,0,76.2
1131,2800.00,22,0,84.6
1132,2100.00,15,0,71.4
1133,2400.00,18,0,81.8
1134,2400.00,18,0,85.7
1135,2700.00,21,0,91.3
1136,2200.00,16,0,66.7
1137,2299.00,22,1,84.6
1138,2100.00,15,0,75.0
1139,1799.00,17,1,77.3
1140,2700.00,21,0,84.0
1141,2300.00,17,0,68.0
1142,1299.00,12,1,57.1
1143,698.00,11,2,50.0
1144,2600.00,20,0,87.0
1145,2099.00,20,1,80.0
1146,2300.00,17,0,68.0
1147,2100.00,15,0,68.2
1148,2000.00,14,0,60.9
1149,2200.00,16,0,66.7
1150,2300.00,17,0,70.8
1151,2100.00,15,0,68.2
1152,2500.00,19,0,73.1
1153,2400.00,18,0,85.7
1154,1499.00,14,1,73.7
1155,2300.00,17,0,77.3
1156,2000.00,14,0,70.0
1157,2100.00,15,0,68.2
1158,2200.00,16,0,69.6
1159,1899.00,18,1,81.8
1160,2700.00,21,0,87.5
1161,2900.00,23,0,88.5
1162,2700.00,21,0,80.8
1163,1799.00,17,1,70.8
1164,2099.00,20,1,80.0
1165,2200.00,16,0,76.2
1166,2300.00,17,0,81.0
1167,2600.00,20,0,74.1
1168,2500.00,19,0,73.1
1169,2300.00,17,0,81.0
1170,2400.00,18,0,75.0
1171,2100.00,15,0,78.9
1172,2400.00,18,0,72.0
1173,2400.00,18,0,75.0
1174,1899.00,18,1,85.7
1175,1398.00,18,2,72.0
1176,2200.00,16,0,72.7
1177,2300.00,17,0,81.0
1178,2300.00,17,0,63.0
1179,2300.00,17,0,68.0
1180,2100.00,15,0,71.4
1181,2700.00,21,0,80.8
1182,2200.00,16,0,61.5
1183,2100.00,15,0,71.4
1184,2400.00,18,0,85.7
1185,2200.00,16,0,80.0
1186,1899.00,18,1,72.0
1187,2300.00,17,0,81.0
1188,1098.00,15,2,68.2
1189,2100.00,15,0,65.2
1190,2200.00,16,0,66.7
1191,2000.00,14,0,60.9
1192,1700.00,11,0,55.0
1193,2700.00,21,0,77.8
1194,2400.00,18,0,85.7
1195,2000.00,14,0,70.0
1196,2600.00,20,0,80.0
1197,2400.00,18,0,78.3
1198,2099.00,20,1,87.0
1199,2300.00,17,0,85.0
1200,1900.00,13,0,61.9
1201,1098.00,15,2,71.4
1202,2300.00,17,0,73.9
1203,2300.00,17,0,77.3
1204,2199.00,21,1,80.8
1205,2200.00,16,0,76.2
1206,2300.00,17,0,70.8
1207,2100.00,15,0,65.2
1208,2300.00,17,0,68.0
1209,2000.00,14,0,73.7
1210,2400.00,18,0,78.3
1211,2400.00,18,0,81.8
1212,2100.00,15,0,71.4
1213,2200.00,16,0,66.7
1214,2200.00,16,0,66.7
1215,1699.00,16,1,72.7
1216,2100.00,15,0,62.5
1217,2700.00,21,0,91.3
1218,2300.00,17,0,68.0
1219,2300.00,17,0,73.9
1220,1399.00,13,1,65.0
1221,2400.00,18,0,75.0
1222,1999.00,19,1,90.5
1223,2500.00,19,0,70.4
1224,2300.00,17,0,73.9
1225,2600.00,20,0,80.0
1226,798.00,12,2,54.5
1227,2300.00,17,0,85.0
1228,1899.00,18,1,78.3
1229,2600.00,20,0,90.9
1230,898.00,13,2,56.5
1231,2600.00,20,0,87.0
1232,1699.00,16,1,69.6
1233,2100.00,15,0,75.0
1234,2500.00,19,0,76.0
1235,2000.00,14,0,70.0
1236,2499.00,24,1,92.3
1237,2200.00,16,0,76.2
1238,2300.00,17,0,81.0
1239,1599.00,15,1,75.0
1240,2200.00,16,0,80.0
1241,2400.00,18,0,75.0
1242,2600.00,20,0,80.0
1243,2300.00,17,0,81.0
1244,2400.00,18,0,81.8
1245,1899.00,18,1,64.3
1246,2000.00,14,0,70.0
1247,2300.00,17,0,70.8
1248,2000.00,14,0,70.0
1249,2500.00,19,0,82.6
1250,2700.00,21,0,75.0
1251,2000.00,14,0,70.0
1252,2500.00,19,0,73.1
1253,898.00,13,2,61.9
1254,2800.00,22,0,81.5
1255,2300.00,17,0,73.9
1256,1298.00,17,2,70.8
1257,2099.00,20,1,76.9
1258,2400.00,18,0,69.2
1259,2500.00,19,0,73.1
1260,2700.00,21,0,87.5
1261,898.00,13,2,52.0
1262,1498.00,19,2,79.2
1263,2200.00,16,0,76.2
1264,2200.00,16,0,69.6
1265,2300.00,17,0,77.3
1266,1299.00,12,1,63.2
1267,2099.00,20,1,90.9
1268,2100.00,15,0,75.0
1269,2100.00,15,0,83.3
1270,2200.00,16,0,80.0
1271,2000.00,14,0,60.9
1272,2200.00,16,0,72.7
1273,2800.00,22,0,84.6
1274,1599.00,15,1,65.2
1275,2400.00,18,0,85.7
1276,2400.00,18,0,81.8
1277,1599.00,15,1,78.9
1278,2000.00,14,0,58.3
1279,2500.00,19,0,82.6
1280,2200.00,16,0,69.6
1281,2900.00,23,0,92.0
1282,1800.00,12,0,57.1
1283,2400.00,18,0,72.0
1284,2500.00,19,0,86.4
1285,2400.00,18,0,75.0
1286,2000.00,14,0,66.7
1287,2200.00,16,0,72.7
1288,2600.00,20,0,87.0
1289,2100.00,15,0,68.2
1290,2200.00,16,0,76.2
1291,1599.00,15,1,75.0
1292,2400.00,18,0,78.3
1293,1599.00,15,1,65.2
1294,2100.00,15,0,71.4
1295,1699.00,16,1,72.7
1296,1899.00,18,1,85.7
1297,2400.00,18,0,75.0
1298,2500.00,19,0,70.4
1299,2000.00,14,0,66.7
1300,1900.00,13,0,68.4
1301,2200.00,16,0,84.2
1302,2300.00,17,0,77.3
1303,1499.00,14,1,58.3
1304,2500.00,19,0,86.4
1305,2500.00,19,0,79.2
1306,1799.00,17,1,70.8
1307,2300.00,17,0,63.0
1308,2200.00,16,0,84.2
1309,2300.00,17,0,73.9
1310,2400.00,18,0,72.0
1311,2600.00,20,0,76.9
1312,2100.00,15,0,78.9
1313,2500.00,19,0,79.2
1314,2000.00,14,0,63.6
1315,2500.00,19,0,73.1
1316,2100.00,15,0,62.5
1317,1865.00,18,0,100.0
1318,2400.00,18,0,72.0
1319,2600.00,20,0,80.0
1320,2200.00,16,0,88.9
1321,2000.00,14,0,73.7
1322,1800.00,12,0,66.7
1323,2000.00,14,0,73.7
1324,2300.00,17,0,81.0
1325,1398.00,18,2,81.8
1326,1800.00,12,0,52.2
1327,2100.00,15,0,71.4
1328,1799.00,17,1,68.0
1329,2200.00,16,0,76.2
1330,2500.00,19,0,76.0
1331,1599.00,15,1,68.2
1332,1799.00,17,1,70.8
1333,1098.00,15,2,65.2
1334,1800.00,12,0,48.0
1335,2400.00,18,0,78.3
1336,1499.00,14,1,63.6
1337,2600.00,20,0,76.9
1338,2400.00,18,0,81.8
1339,2100.00,15,0,65.2
1340,2500.00,19,0,76.0
1341,2200.00,16,0,76.2
1342,2099.00,20,1,87.0
1343,2000.00,14,0,77.8
1344,2400.00,18,0,90.0
1345,1999.00,19,1,79.2
1346,1199.00,11,1,55.0
1347,1399.00,13,1,59.1
1348,2200.00,16,0,72.7
1349,1499.00,14,1,70.0
1350,2100.00,15,0,68.2
1351,2300.00,17,0,70.8
1352,1399.00,13,1,65.0
1353,2400.00,18,0,75.0
1354,2500.00,19,0,76.0
1355,2000.00,14,0,66.7
1356,1799.00,17,1,73.9
1357,2000.00,14,0,70.0
1358,898.00,13,2,65.0
1359,1700.00,11,0,50.0
1360,1900.00,13,0,56.5
1361,2500.00,19,0,86.4
1362,1900.00,13,0,61.9
1363,2000.00,14,0,70.0
1364,2000.00,14,0,70.0
1365,1799.00,17,1,70.8
1366,2400.00,18,0,75.0
1367,2200.00,16,0,66.7
1368,1699.00,16,1,69.6
1369,1198.00,16,2,66.7
1370,2500.00,19,0,79.2
1371,2500.00,19,0,76.0
1372,1499.00,14,1,73.7
1373,2099.00,20,1,83.3
1374,2000.00,14,0,66.7
1375,2600.00,20,0,80.0
1376,2100.00,15,0,68.2
1377,2500.00,19,0,82.6
1378,2600.00,20,0,74.1
1379,1298.00,17,2,73.9
1380,2400.00,18,0,66.7
1381,1799.00,17,1,70.8
1382,2300.00,17,0,73.9
1383,2100.00,15,0,78.9
1384,2100.00,15,0,78.9
1385,2400.00,18,0,81.8
1386,2100.00,15,0,71.4
1387,2400.00,18,0,75.0
1388,2100.00,15,0,75.0
1389,2400.00,18,0,78.3
1390,2100.00,15,0,75.0
1391,2100.00,15,0,68.2
1392,2200.00,16,0,69.6
1393,2000.00,14,0,60.9
1394,2300.00,17,0,77.3
1395,2400.00,18,0,78.3
1396,2300.00,17,0,70.8
1397,2700.00,21,0,75.0
1398,2100.00,15,0,62.5
1399,2400.00,18,0,78.3
1400,2500.00,19,0,79.2
1401,2300.00,17,0,81.0
1402,2300.00,17,0,77.3
1403,2700.00,21,0,80.8
1404,1799.00,17,1,63.0
1405,2800.00,22,0,84.6
1406,2200.00,16,0,84.2
1407,2100.00,15,0,75.0
1408,2200.00,16,0,66.7
1409,2300.00,17,0,77.3
1410,2300.00,17,0,81.0
1411,2000.00,14,0,70.0
1412,2500.00,19,0,79.2
1413,2500.00,19,0,79.2
1414,2300.00,17,0,65.4
1415,1604.00,20,1,95.2
1416,2600.00,20,0,80.0
1417,2500.00,19,0,79.2
1418,1098.00,15,2,75.0
1419,998.00,14,2,56.0
1420,2800.00,22,0,84.6
1421,2800.00,22,0,84.6
1422,1599.00,15,1,71.4
1423,2900.00,23,0,88.5
1424,1899.00,18,1,85.7
1425,2400.00,18,0,75.0
1426,2500.00,19,0,73.1
1427,1199.00,11,1,52.4
1428,2200.00,16,0,66.7
1429,2000.00,14,0,66.7
1430,1700.00,11,0,55.0
1431,1799.00,17,1,68.0
1432,2300.00,17,0,70.8
1433,2500.00,19,0,76.0
1434,1800.00,12,0,66.7
1435,2400.00,18,0,78.3
1436,1799.00,17,1,73.9
1437,2100.00,15,0,68.2
1438,2700.00,21,0,80.8
1439,2400.00,18,0,85.7
1440,2500.00,19,0,86.4
1441,2300.00,17,0,77.3
1442,2300.00,17,0,85.0
1443,2100.00,15,0,65.2
1444,2600.00,20,0,76.9
1445,1799.00,17,1,73.9
1446,2200.00,16,0,72.7
1447,2200.00,16,0,72.7
1448,2099.00,20,1,71.4
1449,2100.00,15,0,65.2
1450,1900.00,13,0,61.9
1451,2400.00,18,0,78.3
1452,2300.00,17,0,65.4
1453,2400.00,18,0,78.3
1454,2300.00,17,0,73.9
1455,2300.00,17,0,68.0
1456,2500.00,19,0,79.2
1457,2500.00,19,0,90.5
1458,2200.00,16,0,76.2
1459,2000.00,14,0,70.0
1460,2100.00,15,0,68.2
1461,1499.00,14,1,66.7
1462,2500.00,19,0,76.0
1463,2400.00,18,0,78.3
1464,2100.00,15,0,65.2
1465,2400.00,18,0,81.8
1466,2100.00,15,0,71.4
1467,2500.00,19,0,90.5
1468,2200.00,16,0,57.1
1469,1699.00,16,1,69.6
1470,2500.00,19,0,86.4
1471,2000.00,14,0,70.0
1472,2400.00,18,0,75.0
1473,1899.00,18,1,66.7
1474,2700.00,21,0,84.0
1475,2600.00,20,0,83.3
1476,2500.00,19,0,86.4
1477,2500.00,19,0,90.5
1478,1699.00,16,1,64.0
1479,2200.00,16,0,69.6
1480,2100.00,15,0,71.4
1481,2000.00,14,0,58.3
1482,2400.00,18,0,81.8
1483,2199.00,21,1,80.8
1484,2400.00,18,0,85.7
1485,1999.00,19,1,79.2
1486,2000.00,14,0,66.7
1487,1699.00,16,1,69.6
1488,2500.00,19,0,86.4
1489,2100.00,15,0,68.2
1490,2700.00,21,0,75.0
1491,2800.00,22,0,84.6
1492,1900.00,13,0,59.1
1493,2700.00,21,0,80.8
1494,1699.00,16,1,76.2
1495,2200.00,16,0,72.7
1496,2200.00,16,0,76.2
1497,1699.00,16,1,61.5
1498,2100.00,15,0,75.0
1499,1999.00,19,1,79.2
1500,1599.00,15,1,83.3
1501,2600.00,20,0,83.3
1502,1799.00,17,1,77.3
1503,2300.00,17,0,68.0
1504,2400.00,18,0,81.8
1505,2300.00,17,0,77.3
1506,2100.00,15,0,60.0
1507,1799.00,17,1,73.9
1508,2400.00,18,0,72.0
1509,2200.00,16,0,69.6
1510,2200.00,16,0,66.7
1511,798.00,12,2,57.1
1512,1399.00,13,1,56.5
1513,2300.00,17,0,68.0
1514,1999.00,19,1,73.1
1515,2500.00,19,0,76.0
1516,2400.00,18,0,78.3
1517,2500.00,19,0,79.2
1518,2500.00,19,0,76.0
1519,1800.00,12,0,60.0
1520,2100.00,15,0,68.2
1521,2200.00,16,0,66.7
1522,2200.00,16,0,76.2
1523,2300.00,17,0,89.5
1524,1599.00,15,1,57.7
1525,2700.00,21,0,87.5
1526,1999.00,19,1,79.2
1527,2000.00,14,0,63.6
1528,1899.00,18,1,75.0
1529,2200.00,16,0,72.7
1530,2200.00,16,0,72.7
1531,2299.00,22,1,88.0
1532,2300.00,17,0,68.0
1533,1799.00,17,1,77.3
1534,2400.00,18,0,90.0
1535,2200.00,16,0,69.6
1536,2400.00,18,0,75.0
1537,1900.00,13,0,56.5
1538,1499.00,14,1,66.7
1539,1799.00,17,1,73.9
1540,2400.00,18,0,75.0
1541,2400.00,18,0,69.2
1542,2600.00,20,0,87.0
1543,2600.00,20,0,83.3
1544,1999.00,19,1,82.6
1545,2400.00,18,0,78.3
1546,2500.00,19,0,76.0
1547,1699.00,16,1,69.6
1548,2000.00,14,0,70.0
1549,2300.00,17,0,70.8
1550,1999.00,19,1,73.1
1551,2400.00,18,0,75.0
1552,2300.00,17,0,68.0
1553,2800.00,22,0,81.5
1554,1900.00,13,0,59.1
1555,2300.00,17,0,81.0
1556,1700.00,11,0,57.9
1557,2200.00,16,0,69.6
1558,2200.00,16,0,69.6
1559,2500.00,19,0,82.6
1560,2400.00,18,0,85.7
1561,1999.00,19,1,76.0
1562,2200.00,16,0,76.2
1563,2300.00,17,0,70.8
1564,2400.00,18,0,69.2
1565,2500.00,19,0,79.2
1566,2100.00,15,0,68.2
1567,2500.00,19,0,79.2
1568,2200.00,16,0,59.3
1569,2300.00,17,0,70.8
1570,2500.00,19,0,76.0
1571,1599.00,15,1,75.0
1572,2500.00,19,0,76.0
1573,2400.00,18,0,85.7
1574,2200.00,16,0,80.0
1575,1799.00,17,1,68.0
1576,2600.00,20,0,83.3
1577,2300.00,17,0,73.9
1578,2600.00,20,0,76.9
1579,2900.00,23,0,88.5
1580,2400.00,18,0,72.0
1581,2100.00,15,0,65.2
1582,2100.00,15,0,57.7
1583,2100.00,15,0,71.4
1584,1699.00,16,1,64.0
1585,2300.00,17,0,85.0
1586,2000.00,14,0,58.3
1587,2500.00,19,0,82.6
1588,2800.00,22,0,84.6
1589,197.00,11,3,52.4
1590,2700.00,21,0,80.8
1591,2099.00,20,1,83.3
1592,1899.00,18,1,78.3
1593,2400.00,18,0,81.8
1594,2200.00,16,0,72.7
1595,1699.00,16,1,69.6
1596,1599.00,15,1,75.0
1597,2200.00,16,0,72.7
1598,2300.00,17,0,77.3
1599,2600.00,20,0,76.9
1600,2000.00,14,0,70.0
1601,898.00,13,2,61.9
1602,1699.00,16,1,64.0
1603,2200.00,16,0,80.0
1604,2300.00,17,0,70.8
1605,1900.00,13,0,54.2
1606,2500.00,19,0,79.2
1607,2400.00,18,0,69.2
1608,1299.00,12,1,57.1
1609,2200.00,16,0,66.7
1610,2300.00,17,0,77.3
1611,2200.00,16,0,76.2
1612,2300.00,17,0,68.0
1613,2300.00,17,0,73.9
1614,1199.00,11,1,44.0
1615,2400.00,18,0,81.8
1616,2200.00,16,0,76.2
1617,1599.00,15,1,57.7
1618,1599.00,15,1,60.0
1619,597.00,15,3,60.0
1620,2200.00,16,0,66.7
1621,2700.00,21,0,77.8
1622,2500.00,19,0,70.4
1623,2400.00,18,0,85.7
1624,2200.00,16,0,72.7
1625,2000.00,14,0,66.7
1626,2100.00,15,0,62.5
1627,2500.00,19,0,79.2
1628,1099.00,10,1,50.0
1629,2300.00,17,0,70.8
1630,2500.00,19,0,86.4
1631,1399.00,13,1,61.9
1632,2200.00,16,0,84.2
1633,2200.00,16,0,72.7
1634,2400.00,18,0,81.8
1635,2400.00,18,0,85.7
1636,1799.00,17,1,70.8
1637,1499.00,14,1,70.0
1638,2000.00,14,0,70.0
1639,1800.00,12,0,60.0
1640,1899.00,18,1,78.3
1641,2300.00,17,0,85.0
1642,2400.00,18,0,78.3
1643,2400.00,18,0,81.8
1644,1299.00,12,1,52.2
1645,2600.00,20,0,90.9
1646,2400.00,18,0,81.8
1647,2500.00,19,0,82.6
1648,1700.00,11,0,57.9
1649,2500.00,19,0,82.6
1650,2199.00,21,1,84.0
1651,1599.00,15,1,65.2
1652,2400.00,18,0,81.8
1653,1600.00,10,0,45.5
1654,2200.00,16,0,76.2
1655,2200.00,16,0,61.5
1656,2500.00,19,0,73.1
1657,2300.00,17,0,81.0
1658,2200.00,16,0,69.6
1659,2200.00,16,0,72.7
1660,1800.00,12,0,46.2
1661,2600.00,20,0,83.3
1662,2800.00,22,0,88.0
1663,1899.00,18,1,75.0
1664,1900.00,13,0,56.5
1665,1899.00,18,1,66.7
1666,2500.00,19,0,76.0
1667,2500.00,19,0,79.2
1668,2200.00,16,0,66.7
1669,2400.00,18,0,85.7
1670,2700.00,21,0,80.8
1671,2600.00,20,0,80.0
1672,2000.00,14,0,60.9
1673,2300.00,17,0,70.8
1674,2600.00,20,0,80.0
1675,2800.00,22,0,84.6
1676,2000.00,14,0,66.7
1677,1599.00,15,1,78.9
1678,2800.00,22,0,91.7
1679,2300.00,17,0,65.4
1680,2400.00,18,0,85.7
1681,2600.00,20,0,83.3
1682,2400.00,18,0,72.0
1683,1800.00,12,0,48.0
1684,1799.00,17,1,65.4
1685,1499.00,14,1,70.0
1686,1299.00,12,1,50.0
1687,2400.00,18,0,75.0
1688,2800.00,22,0,81.5
1689,2400.00,18,0,75.0
1690,1999.00,19,1,82.6
1691,2600.00,20,0,76.9
1692,2300.00,17,0,77.3
1693,1800.00,12,0,57.1
1694,2200.00,16,0,72.7
1695,2200.00,16,0,84.2
1696,2700.00,21,0,84.0
1697,2900.00,23,0,85.2
1698,2299.00,22,1,88.0
1699,2300.00,17,0,81.0
1700,2100.00,15,0,71.4
1701,2300.00,17,0,73.9
1702,1199.00,11,1,50.0
1703,2300.00,17,0,65.4
1704,2300.00,17,0,81.0
1705,2100.00,15,0,75.0
1706,2500.00,19,0,86.4
1707,2300.00,17,0,73.9
1708,1900.00,13,0,56.5
1709,2000.00,14,0,56.0
1710,2400.00,18,0,69.2
1711,2000.00,14,0,73.7
1712,2300.00,17,0,70.8
1713,2300.00,17,0,89.5
1714,2100.00,15,0,75.0
1715,2400.00,18,0,81.8
1716,1699.00,16,1,66.7
1717,2099.00,20,1,87.0
1718,2400.00,18,0,81.8
1719,2000.00,14,0,63.6
1720,2300.00,17,0,89.5
1721,2500.00,19,0,76.0
1722,2099.00,20,1,76.9
1723,2400.00,18,0,72.0
1724,2400.00,18,0,78.3
1725,2100.00,15,0,75.0
1726,2200.00,16,0,80.0
1727,2800.00,22,0,91.7
1728,597.00,15,3,65.2
1729,2200.00,16,0,72.7
1730,1900.00,13,0,65.0
1731,2300.00,17,0,81.0
1732,2600.00,20,0,87.0
1733,2200.00,16,0,72.7
1734,2100.00,15,0,71.4
1735,2000.00,14,0,53.8
1736,2600.00,20,0,80.0
1737,1599.00,15,1,71.4
1738,2500.00,19,0,79.2
1739,2400.00,18,0,78.3
1740,1599.00,15,1,62.5
1741,2100.00,15,0,68.2
1742,2700.00,21,0,80.8
1743,1899.00,18,1,78.3
1744,1098.00,15,2,62.5
1745,2200.00,16,0,66.7
1746,1499.00,14,1,53.8
1747,1799.00,17,1,73.9
1748,2000.00,14,0,66.7
1749,2400.00,18,0,78.3
1750,2500.00,19,0,73.1
1751,2500.00,19,0,79.2
1752,2400.00,18,0,81.8
1753,2400.00,18,0,78.3
1754,1399.00,13,1,56.5
1755,1900.00,13,0,56.5
1756,2400.00,18,0,78.3
1757,2300.00,17,0,63.0
1758,2300.00,17,0,81.0
1759,1800.00,12,0,54.5
1760,1900.00,13,0,59.1
1761,1799.00,17,1,70.8
1762,2700.00,21,0,75.0
1763,2300.00,17,0,65.4
1764,2300.00,17,0,65.4
1765,1900.00,13,0,68.4
1766,2800.00,22,0,88.0
1767,1198.00,16,2,64.0
1768,2600.00,20,0,83.3
1769,2400.00,18,0,72.0
1770,1899.00,18,1,78.3
1771,2300.00,17,0,73.9
1772,2800.00,22,0,81.5
1773,2400.00,18,0,78.3
1774,2200.00,16,0,69.6
1775,2400.00,18,0,75.0
1776,2300.00,17,0,81.0
1777,1900.00,13,0,61.9
1778,2600.00,20,0,87.0
1779,1899.00,18,1,75.0
1780,1500.00,9,0,42.9
1781,2200.00,16,0,64.0
1782,1599.00,15,1,65.2
1783,1800.00,12,0,60.0
1784,2200.00,16,0,72.7
1785,2399.00,23,1,88.5
1786,2500.00,19,0,86.4
1787,2099.00,20,1,74.1
1788,2500.00,19,0,76.0
1789,2300.00,17,0,63.0
1790,2600.00,20,0,74.1
1791,2400.00,18,0,72.0
1792,2400.00,18,0,75.0
1793,1399.00,13,1,68.4
1794,2100.00,15,0,62.5
1795,2200.00,16,0,84.2
1796,2200.00,16,0,76.2
1797,2400.00,18,0,78.3
1798,2200.00,16,0,72.7
1799,2700.00,21,0,77.8
1800,1899.00,18,1,78.3
1801,2000.00,14,0,73.7
1802,1098.00,15,2,68.2
1803,2100.00,15,0,68.2
1804,2200.00,16,0,64.0
1805,1499.00,14,1,56.0
1806,1999.00,19,1,82.6
1807,2200.00,16,0,72.7
1808,2400.00,18,0,78.3
1809,2800.00,22,0,81.5
